Id	Standard Label	HyId	TupId	Type	Comments
5325	Recruitment and remuneration services, entity and subsidiaries, fees	43		Money	
5326	Recruitment and remuneration services, fees	43		Money	
5327	Recruitment and remuneration services, pension schemes, fees	43		Money	
5328	Statement by auditor that company is entitled to deliver abbreviated accounts and accounts properly prepared	43		Boolean	
5329	Statement on reasons for any qualification of opinion	43		String	
5330	Statement on responsibility for maintenance and integrity of financial statements on website	43		String	
5331	Statement on scope of audit report	43		String	
5332	Statement on the scope of the legislation covering the financial statements	43		String	
5333	Statement of responsibilities	43		String	
5334	Taxation services, entity and subsidiaries, fees	43		Money	
5335	Taxation services fees	43		Money	
5336	Taxation services, pension schemes, fees	43		Money	
5337	Total fees to auditors	43		Money	
5341	Address line 1	42		String	All 42,43 HyIds to go
"	"	43		String	"
5342	Address line 2	42		String	All 42,43 HyIds to go
"	"	43		String	"
5343	Address line 3	42		String	All 42,43 HyIds to go
"	"	43		String	"
5355	Area code	42		String	All 42,43 HyIds to go
"	"	43		String	"
5356	Balance sheet date	1		Date	
5358	Business report copyright statement	1		String	
5361	Business report name	1		String	
5362	Business report principal language	47		Fixed	
5363	Business report publication date	1		Date	
5364	Business report publisher name, if different from entity	1		String	
5369	Code for activity	44	154	String	
5370	Companies House document authentication	1		String	
5375	Country code	42		String	All 42,43 HyIds to go
"	"	43		String	"
5376	Country of formation or incorporation	44		Fixed	
5377	County / Region	42		String	All 42,43 HyIds to go
"	"	43		String	"
5382	Date of formation or incorporation	1		Date	
5384	Date when ceased to be legal or registered name	1	155	String	
5386	Description of activity code system	44	154	String	
5387	Description of business report	1		String	
5388	Description or other information on entity contact	42		String	
5389	Description or other information on third party agent	43		String	
5390	Description or other information on website	42		String	All 42,43 HyIds to go
"	"	43		String	"
5392	Description of other activities	44		String	
5393	Description of period covered by report	1		ReportPeriod	
5394	Description of principal activities	44		String	
5396	Description of share type	32		String	All 32,41 HyIds to go
"	"	41		String	"
5397	Description of specific security of entity	46	156	String	
5457	E-mail address	42		String	All 42,43 HyIds to go
"	"	43		String	"
5460	End date for period covered by report	1		Date	
5464	Entity activity code [grouping]		154	Tuple	All Tuple Members to go: 5386, 5369
5469	Entity current legal or registered name	1		String	
5470	Entity is dormant	44		Boolean	
5471	Entity former legal or registered name	1	155	String	
5472	Entity former legal or registered name [grouping]		155	Tuple	All Tuple Members to go: 5471, 5384
5474	Entity is in administration	44		Boolean	
5475	Entity is in compulsory liquidation	44		Boolean	
5476	Entity is in insolvent liquidation	44		Boolean	
5477	Entity is in liquidation	44		Boolean	
5478	Entity is in receivership	44		Boolean	
5479	Entity is in voluntary liquidation	44		Boolean	
5482	Entity listing [grouping]		156	Tuple	All Tuple Members to go: 5397, 5593
5492	Entity is trading	44		Boolean	
5493	Entity trading name	1		String	
5494	Entity is under Company Voluntary Arrangement	44		Boolean	
5497	Extension number	42		String	All 42,43 HyIds to go
"	"	43		String	"
5506	Job title / position of main contact person	42		String	All 42,43 HyIds to go
"	"	43		String	"
5513	Legal form of entity	1		EntityForm	
5514	Local number	42		String	All 42,43 HyIds to go
"	"	43		String	"
5518	Main trading symbol on exchange	46		String	
5524	Name of entity officer	40		String	
5525	Name of main contact person	42		String	All 42,43 HyIds to go
"	"	43		String	"
5527	Name of third party agent	43		String	
5540	Other currency used in business report	45		Fixed	
5541	Other information on contact persons	42		String	All 42,43 HyIds to go
"	"	43		String	"
5568	Postal Code / Zip	42		String	All 42,43 HyIds to go
"	"	43		String	"
5575	Principal currency used in business report	45		Fixed	
5576	Principal location - city or town	42		String	All 42,43 HyIds to go
"	"	43		String	"
5577	Principal stock exchange	46		Fixed	
5585	Secondary stock exchange	46		Fixed	
5589	Start date for period covered by report	1		Date	
5593	Symbol of specific security of entity	46	156	String	
5600	UK Companies House registered number	1		String	
5601	UK VAT registration number	1		String	
5613	Website main page URL	42		Uri	All 42,43 HyIds to go
"	"	43		Uri	"
6402	Current tax arising on gains (losses) in pension schemes	39		Money	
6404	Gain (loss) from impact of changes in tax rate on deferred tax, profit and loss account	39		Money	
6405	Gain on release of negative goodwill	38		Money	
6406	Increase (decrease) in finished goods and goods for resale	38		Money	
6407	Increase (decrease) in stocks, payments on account	38		Money	
6408	Increase (decrease) in stocks of raw materials and consumables	38		Money	
6409	Increase (decrease) in work in progress	38		Money	
6411	Other increase (decrease), profit and loss account	39		Money	
6417	Advertising, promotions and marketing costs	38		Money	
6419	Audit and accountancy, audit costs	38		Money	
6420	Audit and accountancy costs	38		Money	
6421	Audit and accountancy, other services	38		Money	
6422	Audit and accountancy, tax services	38		Money	
6424	Bad debts and impairment losses	38		Money	
6425	Bank charges	38		Money	
6426	Bank interest and similar income receivable	38		Money	
6427	Bonuses	38		Money	
6428	Bonuses, excluding directors	38		Money	
6430	Cleaning costs	38		Money	
6431	Client entertaining costs	38		Money	
6436	Consultancy costs	38		Money	
6440	Depreciation expense transferred to balance sheet	38		Money	
6441	Description of activity	38		String	All 38,39 HyIds to go
"	"	39		String	"
6444	Detailed Profit and Loss free-text comment	38		String	
6450	Environmental costs	38		Money	
6454	External commission costs	38		Money	
6456	Fair value gains (losses) on distribution of non-cash assets	38		Money	
6459	Financial instrument fair value gain	38		Money	
6460	Financial instrument fair value loss	38		Money	
6461	Fines and penalties	38		Money	
6466	Foreign exchange gain (loss) included in financial income	38		Money	
6467	Foreign exchange gain (loss) included in non-operating income	38		Money	
6468	Foreign exchange gain (loss) included in other operating income	38		Money	
6469	Freight and haulage costs	38		Money	
6472	Government grant income	38		Money	
6475	Health and safety costs	38		Money	
6476	Hyper-inflation gains (losses)	38		Money	
6478	IT and computing costs	38		Money	
6479	Income from shares	38		Money	
6480	Increase (decrease) in stocks / inventories	38		Money	
6481	Insurance costs	38		Money	
6482	Inter-company management fees	38		Money	
6483	Inter-company recharges	38		Money	
6485	Irrecoverable VAT	38		Money	
6531	Legal and professional costs	38		Money	
6532	Loans written off or down	38		Money	
6536	Non-bank interest and similar charges	38		Money	
6537	Non-bank interest and similar income receivable	38		Money	
6542	Other costs	38		Money	
6543	Other employment costs	38		Money	
6544	Other entertaining costs	38		Money	
6545	Other expenses transferred to balance sheet	38		Money	
6546	Other foreign exchange loss (gain)	38		Money	
6548	Other operating income excluding foreign exchange gain or loss	38		Money	
6550	Other operational and administration costs	38		Money	
6551	Other repairs and maintenance costs	38		Money	
6557	Other staff costs	38		Money	
6558	Other staff costs, directors	38		Money	
6559	Other staff costs, excluding directors	38		Money	
6560	Outsourced services costs	38		Money	
6564	Pensions costs, defined benefit schemes, excluding directors	38		Money	
6565	Pensions costs, defined contribution schemes, excluding directors	38		Money	
6566	Printing, postage and stationery costs	38		Money	
6569	Property repairs and maintenance costs	38		Money	
6570	Purchase of raw materials and consumables	38		Money	
6573	Recruitment and remuneration service costs	38		Money	
6574	Remuneration trust expenses	38		Money	
6575	Remuneration trust expenses, directors	38		Money	
6576	Remuneration trust expenses, excluding directors	38		Money	
6577	Rent, rates and services costs	38		Money	
6578	Residual finance costs	38		Money	
6579	Residual finance income	38		Money	
6580	Residual non-operating gain (loss)	38		Money	
6581	Royalties or similar payments for intellectual property	38		Money	
6583	Security costs	38		Money	
6584	Share-based payments, directors	38		Money	
6585	Share-based payments, excluding directors	38		Money	
6586	Social security costs, directors	38		Money	
6587	Social security costs, excluding directors	38		Money	
6588	Staff costs, directors	38		Money	
6589	Staff costs, excluding directors	38		Money	
6591	Staff entertaining costs	38		Money	
6594	Subcontractor costs	38		Money	
6595	Subscriptions costs	38		Money	
6598	Telecommunications costs	38		Money	
6601	Total costs	38		Money	
6607	Training costs	38		Money	
6609	Travel and subsistence costs	38		Money	
6611	Utilities costs	38		Money	
6612	Vehicle costs	38		Money	
6613	Wages and salaries, excluding directors	38		Money	
