Id	Type	Level	Bro Name	Name 0	N 1	N 2	N 3	N 4	N 5	BD	Tx Id	Data Type	Sign	Acct Types	Post Type	RO	Hy Id	Excl Dims	Incl Dims	DiMeId	Except	Amort	Sum Up	Totalling	Sum To	Related	StartEnd	Context	Zones	Order	Descr	Comment	I Tx Std Label	I Allowable Dims	I Man Dim	I Prop Dim	I Tuples	I Tag	I Tx Type	I Tx Period	I StartEnd Bros	I Tx Sign	I Tx Hys
2313	Ele	3	      BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.ImpairLossRecognisedInProfitOrLossForReclassifiedFromHeldInProfitOrLossForTradingToLoansReceivables	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	ImpairLossRecognisedInProfitOrLossForReclassifiedFromHeldInProfitOrLossForTradingToLoansReceivables			 	2569	Money	Debit	Other	Sch	RO	1	44					+			 		Period					Impairment loss recognised in profit or loss for financial assets reclassified from held in profit or loss for trading to loans and receivables	"1,3"				uk-gaap:ImpairmentLossRecognisedInProfitOrLossForFinancialAssetsReclassifiedFromHeldInProfitOrLossForTradingToLoansReceivables	Money	Duration		Debit	1
2314	Ele	3	      BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.ImpairLossRecognisedInProfitOrLossForReclassifiedFromHeldForTradingToHeldtomaturities	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	ImpairLossRecognisedInProfitOrLossForReclassifiedFromHeldForTradingToHeldtomaturities			 	2567	Money	Debit	Other	Sch	RO	1	44					+			 		Period					Impairment loss recognised in profit or loss for financial assets reclassified from held for trading to held-to-maturities	"1,3"				uk-gaap:ImpairmentLossRecognisedInProfitOrLossForFinancialAssetsReclassifiedFromHeldForTradingToHeld-to-maturities	Money	Duration		Debit	1
2315	Ele	3	      BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.ImpairLossRecognisedInProfitOrLossForReclassifiedFromAvailForSaleToLoansReceivables	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	ImpairLossRecognisedInProfitOrLossForReclassifiedFromAvailForSaleToLoansReceivables			 	2566	Money	Debit	Other	Sch	RO	1	44					+			 		Period					Impairment loss recognised in profit or loss for financial assets reclassified from available-for-sale to loans and receivables	"1,3"				uk-gaap:ImpairmentLossRecognisedInProfitOrLossForFinancialAssetsReclassifiedFromAvailable-for-saleToLoansReceivables	Money	Duration		Debit	1
2316	Ele	3	      BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.DescrEffectiveInterestRateDateReclassificationFromHeldForTradingToAvailForSale	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	DescrEffectiveInterestRateDateReclassificationFromHeldForTradingToAvailForSale			 	1382	String		Other			1	44								 		Period					Description of effective interest rate at the date of reclassification from held for trading to available-for-sale	"1,3"				uk-gaap:DescriptionEffectiveInterestRateDateReclassificationFromHeldForTradingToAvailable-for-sale	String	Duration			1
2317	Ele	3	      BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.DescrEffectiveInterestRateDateReclassificationRomHeldForTradingToLoansReceivables	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	DescrEffectiveInterestRateDateReclassificationRomHeldForTradingToLoansReceivables			 	1384	String		Other			1	44								 		Period					Description of effective interest rate at the date of reclassification rom held for trading to loans and receivables	"1,3"				uk-gaap:DescriptionEffectiveInterestRateDateReclassificationRomHeldForTradingToLoansReceivables	String	Duration			1
2318	Ele	3	      BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.DescrEffectiveInterestRateDateReclassificationFromHeldForTradingToHeldtomaturities	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	DescrEffectiveInterestRateDateReclassificationFromHeldForTradingToHeldtomaturities			 	1383	String		Other			1	44								 		Period					Description of effective interest rate at the date of reclassification from held for trading to held-to-maturities	"1,3"				uk-gaap:DescriptionEffectiveInterestRateDateReclassificationFromHeldForTradingToHeld-to-maturities	String	Duration			1
2319	Ele	3	      BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.DescrEffectiveInterestRateDateReclassificationFromAvailForSaleToLoansReceivables	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	DescrEffectiveInterestRateDateReclassificationFromAvailForSaleToLoansReceivables			 	1381	String		Other			1	44								 		Period					Description of effective interest rate at the date of reclassification from available-for-sale to loans and receivables	"1,3"				uk-gaap:DescriptionEffectiveInterestRateDateReclassificationFromAvailable-for-saleToLoansReceivables	String	Duration			1
2320	Ele	3	      BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.DescrEstimatedCashFlowDateReclassificationFromHeldForTradingToAvailForSale	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	DescrEstimatedCashFlowDateReclassificationFromHeldForTradingToAvailForSale			 	1387	String		Other			1	44								 		Period					Description of estimated cash flow at the date of reclassification from held for trading to available-for-sale	"1,3"				uk-gaap:DescriptionEstimatedCashFlowDateReclassificationFromHeldForTradingToAvailable-for-sale	String	Duration			1
2321	Ele	3	      BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.DescrEstimatedCashFlowDateReclassificationRomHeldForTradingToLoansReceivables	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	DescrEstimatedCashFlowDateReclassificationRomHeldForTradingToLoansReceivables			 	1389	String		Other			1	44								 		Period					Description of estimated cash flow at the date of reclassification rom held for trading to loans and receivables	"1,3"				uk-gaap:DescriptionEstimatedCashFlowDateReclassificationRomHeldForTradingToLoansReceivables	String	Duration			1
2322	Ele	3	      BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.DescrEstimatedCashFlowDateReclassificationFromHeldForTradingToHeldtomaturities	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	DescrEstimatedCashFlowDateReclassificationFromHeldForTradingToHeldtomaturities			 	1388	String		Other			1	44								 		Period					Description of estimated cash flow at the date of reclassification from held for trading to held-to-maturities	"1,3"				uk-gaap:DescriptionEstimatedCashFlowDateReclassificationFromHeldForTradingToHeld-to-maturities	String	Duration			1
2323	Ele	3	      BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.DescrEstimatedCashFlowDateReclassificationFromAvailForSaleToLoansReceivables	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	DescrEstimatedCashFlowDateReclassificationFromAvailForSaleToLoansReceivables			 	1386	String		Other			1	44								 		Period					Description of estimated cash flow at the date of reclassification from available-for-sale to loans and receivables	"1,3"				uk-gaap:DescriptionEstimatedCashFlowDateReclassificationFromAvailable-for-saleToLoansReceivables	String	Duration			1
2324	Ele	3	      BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.ReclassificationFreetextComment	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	ReclassificationFreetextComment			 	4147	String		Other			1	44								 		Period					Reclassification of financial assets free-text comment	"1,3"				uk-gaap:ReclassificationFinancialAssetsFree-textComment	String	Duration			1
2325	Ele	3	      BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.DescrSpecificWhichDoNotQualifyForDerecognition	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	DescrSpecificWhichDoNotQualifyForDerecognition			 	1570	String		Other			1	44								 		Period					Description of specific financial assets which do not qualify for derecognition	"1,3"			26 1270 83 O DerecognitionFinAssets	uk-gaap:DescriptionSpecificFinancialAssetsWhichDoNotQualifyForDerecognition	String	Duration			1
2326	Ele	3	      BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.DescrExposureToSpecificWhichDoNotQualifyForDerecognition	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	DescrExposureToSpecificWhichDoNotQualifyForDerecognition			 	1395	String		Other			1	44								 		Period					Description of exposure to specific financial assets which do not qualify for derecognition	"1,3"			26 1270 84 O DerecognitionFinAssets	uk-gaap:DescriptionExposureToSpecificFinancialAssetsWhichDoNotQualifyForDerecognition	String	Duration			1
2327	Ele	3	      BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.CarryingAmountSpecificWhichDoNotQualifyForRecognition	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	CarryingAmountSpecificWhichDoNotQualifyForRecognition			 	530	Money	Debit	Other	Sch	RO	1	44					+			 	No	Period					Carrying amount of specific financial assets which do not qualify for recognition	"1,3"			26 1270 85 O DerecognitionFinAssets	uk-gaap:CarryingAmountSpecificFinancialAssetsWhichDoNotQualifyForRecognition	Money	Instant	No	Debit	1
2328	Ele	3	      BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.CarryingAmountLiabsAssocdWithSpecificWhichDoNotQualifyForRecognition	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	CarryingAmountLiabsAssocdWithSpecificWhichDoNotQualifyForRecognition			 	525	Money	Debit	Other	Sch	RO	1	44					+			 	No	Period					Carrying amount of liabilities associated with specific financial assets which do not qualify for recognition	"1,3"			26 1270 86 O DerecognitionFinAssets	uk-gaap:CarryingAmountLiabilitiesAssociatedWithSpecificFinancialAssetsWhichDoNotQualifyForRecognition	Money	Instant	No	Debit	1
2329	Ele	3	      BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.CarryingAmountOriginalPriorToReclassificationOrTransfer	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	CarryingAmountOriginalPriorToReclassificationOrTransfer			 	528	Money	Debit	Other	Sch	RO	1	44					+			 	No	Period					Carrying amount of original financial assets prior to reclassification or transfer	"1,3"			26 1270 87 O DerecognitionFinAssets	uk-gaap:CarryingAmountOriginalFinancialAssetsPriorToReclassificationOrTransfer	Money	Instant	No	Debit	1
2330	Set	3	      BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.PledgedCollateralSubjectToSaleOrRepledging	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	PledgedCollateralSubjectToSaleOrRepledging			 	2091	Money	Debit	Other	Sch	RO	1	44					+			 	No	Period					Financial assets pledged as collateral subject to sale or repledging	"1,3"				uk-gaap:FinancialAssetsPledgedAsCollateralSubjectToSaleOrRepledging	Money	Instant	No	Debit	1
2331	Ele	4	        BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.PledgedCollateralSubjectToSaleOrRepledging.TotalCarryingValue	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	PledgedCollateralSubjectToSaleOrRepledging	TotalCarryingValue		 	2092	Money	Debit	Other	Sch	RO	1	44					+			 	No	Period					"Financial assets pledged as collateral, total carrying value"	"1,3"				uk-gaap:FinancialAssetsPledgedAsCollateralTotalCarryingValue	Money	Instant	No	Debit	1
2332	Ele	4	        BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.PledgedCollateralSubjectToSaleOrRepledging.DescrSpecific	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	PledgedCollateralSubjectToSaleOrRepledging	DescrSpecific		 	1569	String		Other			1	44								 		Period					Description of specific financial assets pledged as collateral	"1,3"			45 2090 174 O FinAssetsPledgedAsCollateral	uk-gaap:DescriptionSpecificFinancialAssetsPledgedAsCollateral	String	Duration			1
2333	Ele	4	        BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.PledgedCollateralSubjectToSaleOrRepledging.SpecificCarryingValue	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	PledgedCollateralSubjectToSaleOrRepledging	SpecificCarryingValue		 	4432	Money	Debit	Other	Sch	RO	1	44					+			 	No	Period					"Specific financial assets pledged as collateral, carrying value"	"1,3"			45 2090 175 O FinAssetsPledgedAsCollateral	uk-gaap:SpecificFinancialAssetsPledgedAsCollateralCarryingValue	Money	Instant	No	Debit	1
2334	Ele	4	        BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.PledgedCollateralSubjectToSaleOrRepledging.TermsConditionsRelatedSpecific	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	PledgedCollateralSubjectToSaleOrRepledging	TermsConditionsRelatedSpecific		 	4742	String		Other			1	44								 		Period					Terms and conditions related to specific financial assets pledged as collateral	"1,3"			45 2090 176 O FinAssetsPledgedAsCollateral	uk-gaap:TermsConditionsRelatedToSpecificFinancialAssetsPledgedAsCollateral	String	Duration			1
2335	Ele	4	        BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.PledgedCollateralSubjectToSaleOrRepledging.HeldWhichMayBeSoldRepledgedTotalValue	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	PledgedCollateralSubjectToSaleOrRepledging	HeldWhichMayBeSoldRepledgedTotalValue		 	892	Money	Debit	Other	Sch	RO	1	44					+			 	No	Period					"Collateral held which may be sold or repledged, total fair value"	"1,3"				uk-gaap:CollateralHeldWhichMayBeSoldOrRepledgedTotalFairValue	Money	Instant	No	Debit	1
2336	Set	4	        BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.PledgedCollateralSubjectToSaleOrRepledging.HeldWhichHasBeenSoldRepledgedTotalValue	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	PledgedCollateralSubjectToSaleOrRepledging	HeldWhichHasBeenSoldRepledgedTotalValue		 	890	Money	Debit	Other	Sch	RO	1	44					+			 	No	Period					"Collateral held which has been sold or repledged, total fair value"	"1,3"				uk-gaap:CollateralHeldWhichHasBeenSoldOrRepledgedTotalFairValue	Money	Instant	No	Debit	1
2337	Ele	5	          BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.PledgedCollateralSubjectToSaleOrRepledging.HeldWhichHasBeenSoldRepledgedTotalValue.DescrSpecificMay	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	PledgedCollateralSubjectToSaleOrRepledging	HeldWhichHasBeenSoldRepledgedTotalValue	DescrSpecificMay	 	1564	String		Other			1	44								 		Period					Description of specific collateral held which may be sold or repledged	"1,3"			14 891 53 O CollateralHeldWhichMayBeSoldOrRepledged	uk-gaap:DescriptionSpecificCollateralHeldWhichMayBeSoldOrRepledged	String	Duration			1
2338	Ele	5	          BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.PledgedCollateralSubjectToSaleOrRepledging.HeldWhichHasBeenSoldRepledgedTotalValue.SpecificMay	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	PledgedCollateralSubjectToSaleOrRepledging	HeldWhichHasBeenSoldRepledgedTotalValue	SpecificMay	 	4431	Money	Debit	Other	Sch	RO	1	44					+			 	No	Period					"Specific collateral held which may be sold or repledged, fair value"	"1,3"			14 891 54 O CollateralHeldWhichMayBeSoldOrRepledged	uk-gaap:SpecificCollateralHeldWhichMayBeSoldOrRepledgedFairValue	Money	Instant	No	Debit	1
2339	Ele	5	          BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.PledgedCollateralSubjectToSaleOrRepledging.HeldWhichHasBeenSoldRepledgedTotalValue.Specific	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	PledgedCollateralSubjectToSaleOrRepledging	HeldWhichHasBeenSoldRepledgedTotalValue	Specific	 	4430	Money	Debit	Other	Sch	RO	1	44					+			 	No	Period					"Specific collateral held which has been sold or repledged, fair value"	"1,3"			14 891 55 O CollateralHeldWhichMayBeSoldOrRepledged	uk-gaap:SpecificCollateralHeldWhichHasBeenSoldOrRepledgedFairValue	Money	Instant	No	Debit	1
2340	Ele	5	          BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.PledgedCollateralSubjectToSaleOrRepledging.HeldWhichHasBeenSoldRepledgedTotalValue.ObligationReturnSpecificTruefalse	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	PledgedCollateralSubjectToSaleOrRepledging	HeldWhichHasBeenSoldRepledgedTotalValue	ObligationReturnSpecificTruefalse	 	1871	Boolean		Other			1	44								 		Period					Entity has an obligation to return the specific collateral held [true/false]	"1,3"			14 891 56 O CollateralHeldWhichMayBeSoldOrRepledged	uk-gaap:EntityHasAnObligationToReturnSpecificCollateralHeldTruefalse	Boolean	Duration			1
2341	Ele	5	          BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.PledgedCollateralSubjectToSaleOrRepledging.HeldWhichHasBeenSoldRepledgedTotalValue.TermsConditionsRelatedSpecificMay	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	PledgedCollateralSubjectToSaleOrRepledging	HeldWhichHasBeenSoldRepledgedTotalValue	TermsConditionsRelatedSpecificMay	 	4741	String		Other			1	44								 		Period					Terms and conditions related to the specific collateral which may be repledged	"1,3"			14 891 57 O CollateralHeldWhichMayBeSoldOrRepledged	uk-gaap:TermsConditionsRelatedToSpecificCollateralWhichMayBeRepledged	String	Duration			1
2342	Set	4	        BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.PledgedCollateralSubjectToSaleOrRepledging.PossessionTotalCarryingValue	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	PledgedCollateralSubjectToSaleOrRepledging	PossessionTotalCarryingValue		 	298	Money	Debit	Other	Sch	RO	1	44					+			 	No	Period					"Assets obtained by taking possession of collateral, total carrying value"	"1,3"				uk-gaap:AssetsObtainedByTakingPossessionCollateralTotalCarryingValue	Money	Instant	No	Debit	1
2343	Ele	5	          BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.PledgedCollateralSubjectToSaleOrRepledging.PossessionTotalCarryingValue.DescrSpecific	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	PledgedCollateralSubjectToSaleOrRepledging	PossessionTotalCarryingValue	DescrSpecific	 	1560	String		Other			1	44								 		Period					Description of specific assets obtained by taking possession of collateral	"1,3"			5 297 14 O AssetsPossessionCollateral	uk-gaap:DescriptionSpecificAssetsObtainedByTakingPossessionCollateral	String	Duration			1
2344	Ele	5	          BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.PledgedCollateralSubjectToSaleOrRepledging.PossessionTotalCarryingValue.Specific	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	PledgedCollateralSubjectToSaleOrRepledging	PossessionTotalCarryingValue	Specific	 	4428	Money	Debit	Other	Sch	RO	1	44					+			 	No	Period					"Specific assets obtained by taking possession of collateral, carrying value"	"1,3"			5 297 15 O AssetsPossessionCollateral	uk-gaap:SpecificAssetsObtainedByTakingPossessionCollateralCarryingValue	Money	Instant	No	Debit	1
2345	Ele	5	          BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.PledgedCollateralSubjectToSaleOrRepledging.PossessionTotalCarryingValue.PolicyForDisposingUsingSpecificWhichAreNotReadilyConvertibleIntoCash	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	PledgedCollateralSubjectToSaleOrRepledging	PossessionTotalCarryingValue	PolicyForDisposingUsingSpecificWhichAreNotReadilyConvertibleIntoCash	 	3876	String		Other			1	44								 		Period					Policy for disposing or using specific collateral assets which are not readily convertible into cash	"1,3"			5 297 16 O AssetsPossessionCollateral	uk-gaap:PolicyForDisposingOrUsingSpecificCollateralAssetsWhichAreNotReadilyConvertibleIntoCash	String	Duration			1
2346	Ele	3	      BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.CollateralDisclosuresFreetextComment	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	CollateralDisclosuresFreetextComment			 	888	String		Other			1	44								 		Period					Collateral disclosures free-text comment	"1,3"				uk-gaap:CollateralDisclosuresFree-textComment	String	Duration			1
2347	Ele	3	      BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.GeneralDescrPastDueButNotImpairedTogetherWithCollateralHeldValue	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	GeneralDescrPastDueButNotImpairedTogetherWithCollateralHeldValue			 	2388	String		Other			1	44								 		Period					"General description of financial assets past due but not impaired, together with collateral held and fair value"	"1,3"				uk-gaap:GeneralDescriptionFinancialAssetsPastDueButNotImpairedTogetherWithCollateralHeldFairValue	String	Duration			1
2348	Set	3	      BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.GeneralDescrImpairedTogetherWithCollateralHeldValue	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	GeneralDescrImpairedTogetherWithCollateralHeldValue			 	2392	String		Other			1	44								 		Period					"General description of impaired financial assets, together with collateral held and fair value"	"1,3"				uk-gaap:GeneralDescriptionImpairedFinancialAssetsTogetherWithCollateralHeldFairValue	String	Duration			1
2349	Ele	4	        BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.GeneralDescrImpairedTogetherWithCollateralHeldValue.SpecificInstrsDeterminedBe	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	GeneralDescrImpairedTogetherWithCollateralHeldValue	SpecificInstrsDeterminedBe		 	1574	String		Other			1	44								 		Period					Description of specific financial instruments determined to be impaired	"1,3"			50 2554 199 O ImpairedFinAssetsBSImpact	uk-gaap:DescriptionSpecificFinancialInstrumentsDeterminedToBeImpaired	String	Duration			1
2350	Ele	4	        BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.GeneralDescrImpairedTogetherWithCollateralHeldValue.ReasonsForSpecific	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	GeneralDescrImpairedTogetherWithCollateralHeldValue	ReasonsForSpecific		 	1527	String		Other			1	44								 		Period					Description of reasons for impairment of specific financial assets	"1,3"			50 2554 200 O ImpairedFinAssetsBSImpact	uk-gaap:DescriptionReasonsForImpairmentSpecificFinancialAssets	String	Duration			1
2351	Ele	4	        BSN_DFIH.OtherNonDerivativeFinancialAssets.Fin.GeneralDescrImpairedTogetherWithCollateralHeldValue.Specific	BSN_DFIH	OtherNonDerivativeFinancialAssets	Fin	GeneralDescrImpairedTogetherWithCollateralHeldValue	Specific		 	1345	String		Other			1	44								 		Period					Description of collateral for specific impaired financial assets	"1,3"			50 2554 201 O ImpairedFinAssetsBSImpact	uk-gaap:DescriptionCollateralForSpecificImpairedFinancialAssets	String	Duration			1
2352	Set	1	  BSN_DFIH.OtherNonDerivativeFinancialLiabilities	BSN_DFIH	OtherNonDerivativeFinancialLiabilities					 		Money	Credit	Other	Sch	RO							+			 		 						 									
2353	Set	2	    BSN_DFIH.OtherNonDerivativeFinancialLiabilities.Liabs	BSN_DFIH	OtherNonDerivativeFinancialLiabilities	Liabs				 	2112	Money	Credit	Other	Sch	RO	29						+			 	No	Period					Financial liabilities	"1,3,17,18,19,21,40"				uk-gaap:FinancialLiabilities	Money	Instant	No	Credit	29
2354	Set	3	      BSN_DFIH.OtherNonDerivativeFinancialLiabilities.Liabs.ValueThroughProfitOrLoss	BSN_DFIH	OtherNonDerivativeFinancialLiabilities	Liabs	ValueThroughProfitOrLoss			 	2115	Money	Credit	Other	Sch	RO	29						+			 	No	Period					Financial liabilities at fair value through profit or loss	"1,3,17,18,19,21,40"				uk-gaap:FinancialLiabilitiesFairValueThroughProfitOrLoss	Money	Instant	No	Credit	29
2355	Set	4	        BSN_DFIH.OtherNonDerivativeFinancialLiabilities.Liabs.ValueThroughProfitOrLoss.ClassifiedAsHeldForTrading	BSN_DFIH	OtherNonDerivativeFinancialLiabilities	Liabs	ValueThroughProfitOrLoss	ClassifiedAsHeldForTrading		 	2116	Money	Credit	Other	Sch	RO	29						+			 	No	Period					"Financial liabilities at fair value through profit or loss, classified as held for trading"	"1,3,17,18,19,21,40"				uk-gaap:FinancialLiabilitiesFairValueThroughProfitOrLossClassifiedAsHeldForTrading	Money	Instant	No	Credit	29
2356	Ele	5	          BSN_DFIH.OtherNonDerivativeFinancialLiabilities.Liabs.ValueThroughProfitOrLoss.ClassifiedAsHeldForTrading.Other	BSN_DFIH	OtherNonDerivativeFinancialLiabilities	Liabs	ValueThroughProfitOrLoss	ClassifiedAsHeldForTrading	Other	 	3550	Money	Credit	Other	Sch	RO	29						+			 	No	Period					Other financial liabilities held for trading	"1,3,17,18,19,21,40"				uk-gaap:OtherFinancialLiabilitiesHeldForTrading	Money	Instant	No	Credit	29
2357	Set	4	        BSN_DFIH.OtherNonDerivativeFinancialLiabilities.Liabs.ValueThroughProfitOrLoss.DesignatedAsUponInitialRecognition	BSN_DFIH	OtherNonDerivativeFinancialLiabilities	Liabs	ValueThroughProfitOrLoss	DesignatedAsUponInitialRecognition		 	2117	Money	Credit	Other	Sch	RO	29						+			 	No	Period					"Financial liabilities at fair value through profit or loss, designated as upon initial recognition"	"1,3,17,18,19,21,40"				uk-gaap:FinancialLiabilitiesFairValueThroughProfitOrLossDesignatedAsUponInitialRecognition	Money	Instant	No	Credit	29
2358	Ele	5	          BSN_DFIH.OtherNonDerivativeFinancialLiabilities.Liabs.ValueThroughProfitOrLoss.DesignatedAsUponInitialRecognition.Liabiliteis	BSN_DFIH	OtherNonDerivativeFinancialLiabilities	Liabs	ValueThroughProfitOrLoss	DesignatedAsUponInitialRecognition	Liabiliteis	 	3547	Money	Credit	Other	Sch	RO	29						+			 	No	Period					Other financial liabiliteis designated at fair value through profit or loss	"1,3,17,18,19,21,40"				uk-gaap:OtherFinancialLiabiliteisDesignatedFairValueThroughProfitOrLoss	Money	Instant	No	Credit	29
2359	Ele	5	          BSN_DFIH.OtherNonDerivativeFinancialLiabilities.Liabs.ValueThroughProfitOrLoss.DesignatedAsUponInitialRecognition.ContingentConsids	BSN_DFIH	OtherNonDerivativeFinancialLiabilities	Liabs	ValueThroughProfitOrLoss	DesignatedAsUponInitialRecognition	ContingentConsids	 	970	Money	Credit	Other	Sch	RO	29						+			 	No	Period					"Contingent considerations, liabilities"	"1,3,17,18,19,21,40"				uk-gaap:ContingentConsiderationsLiabilities	Money	Instant	No	Credit	29
2360	Ele	5	          BSN_DFIH.OtherNonDerivativeFinancialLiabilities.Liabs.ValueThroughProfitOrLoss.DesignatedAsUponInitialRecognition.GuaranteeContracts	BSN_DFIH	OtherNonDerivativeFinancialLiabilities	Liabs	ValueThroughProfitOrLoss	DesignatedAsUponInitialRecognition	GuaranteeContracts	 	2094	Money	Credit	Other	Sch	RO	29						+			 	No	Period					Financial guarantee contracts	"1,3,17,18,19,21,40"				uk-gaap:FinancialGuaranteeContracts	Money	Instant	No	Credit	29
2361	Ele	3	      BSN_DFIH.OtherNonDerivativeFinancialLiabilities.Liabs.AmortisedCost	BSN_DFIH	OtherNonDerivativeFinancialLiabilities	Liabs	AmortisedCost			 	2113	Money	Credit	Other	Sch	RO	29						+			 	No	Period					Financial liabilities at amortised cost	"1,3,17,18,19,21,40"				uk-gaap:FinancialLiabilitiesAmortisedCost	Money	Instant	No	Credit	29
2362	Set	3	      BSN_DFIH.OtherNonDerivativeFinancialLiabilities.Liabs.Others	BSN_DFIH	OtherNonDerivativeFinancialLiabilities	Liabs	Others			 	3548	Money	Credit	Other	Sch	RO	29						+			 	No	Period					Other financial liabilities	"1,3,17,18,19,21,40"				uk-gaap:OtherFinancialLiabilities	Money	Instant	No	Credit	29
2363	Set	4	        BSN_DFIH.OtherNonDerivativeFinancialLiabilities.Liabs.Others.AmortisedCost	BSN_DFIH	OtherNonDerivativeFinancialLiabilities	Liabs	Others	AmortisedCost		 	3549	Money	Credit	Other	Sch	RO	29						+			 	No	Period					Other financial liabilities at amortised cost	"1,3,17,18,19,21,40"				uk-gaap:OtherFinancialLiabilitiesAmortisedCost	Money	Instant	No	Credit	29
2364	Ele	5	          BSN_DFIH.OtherNonDerivativeFinancialLiabilities.Liabs.Others.AmortisedCost.Accrued	BSN_DFIH	OtherNonDerivativeFinancialLiabilities	Liabs	Others	AmortisedCost	Accrued	 	67	Money	Credit	Other	Sch	RO	29						+			 	No	Period					Accrued liabilities	"1,3,17,18,19,21,40"				uk-gaap:AccruedLiabilities	Money	Instant	No	Credit	29
																																											
	Set			FairValueFAFL								Money	Not set	Other	Sch	RO																											
	Ele			FairValueFAFL	Tx						2623	Money	Credit	Other	Sch	RO	1	44					+					Period				IncreaseDecreaseDuringPeriodInFairValueFinancialLiabilitiesAttributableToChangesInCreditRisk											
